,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2019,4,WA,Preliminary,"273,600","2,814,320","3,093,613",9.72,"203,698","2,340,540","395,033",8.70,"89,820","1,942,576","29,295",4.62,589,"6,274",5,9.38,.,.,.,.,"567,706","7,103,710","3,517,946",7.99
2019,4,WI,Preliminary,"231,918","1,561,794","2,738,253",14.85,"195,387","1,773,259","358,946",11.02,"147,007","1,934,043","5,086",7.60,14,97,2,14.91,.,.,.,.,"574,328","5,269,192","3,102,287",10.90
2019,4,WV,Preliminary,"82,938","670,776","859,088",12.36,"50,933","531,967","145,139",9.57,"70,499","1,173,999","11,501",6.01,0,0,0,0.00,.,.,.,.,"204,370","2,376,743","1,015,728",8.60
2019,4,WY,Preliminary,"23,676","211,470","276,188",11.20,"28,036","284,627","58,859",9.85,"55,041","858,665","9,877",6.41,0,0,0,0.00,.,.,.,.,"106,753","1,354,763","344,924",7.88
2019,5,AK,Preliminary,"32,981","145,595","290,947",22.65,"42,404","210,784","54,773",20.12,"17,204","103,899","1,424",16.56,0,0,0,0.00,.,.,.,.,"92,589","460,279","347,144",20.12
2019,5,AL,Preliminary,"319,110","2,473,582","2,277,973",12.90,"226,456","1,941,592","371,127",11.66,"177,464","2,805,154","8,227",6.33,0,0,0,0.00,.,.,.,.,"723,030","7,220,327","2,657,327",10.01
2019,5,AR,Preliminary,"113,140","1,110,812","1,407,633",10.19,"79,726","918,605","193,905",8.68,"82,773","1,423,571","30,348",5.81,4,29,2,13.38,.,.,.,.,"275,643","3,453,017","1,631,888",7.98
2019,5,AZ,Preliminary,"313,470","2,364,985","2,827,331",13.25,"251,511","2,313,195","326,982",10.87,"71,457","1,119,853","6,433",6.38,120,"1,202",2,9.99,.,.,.,.,"636,557","5,799,235","3,160,748",10.98
2019,5,CA,Preliminary,"1,238,715","6,556,153","13,950,670",18.89,"1,452,669","9,283,870","1,739,770",15.65,"520,150","4,076,854","153,153",12.76,"5,290","67,086",12,7.88,.,.,.,.,"3,216,823","19,983,962","15,843,605",16.10
2019,5,CO,Preliminary,"163,020","1,356,763","2,360,274",12.02,"167,202","1,663,804","367,538",10.05,"96,023","1,345,878","14,667",7.13,720,"8,857",1,8.13,.,.,.,.,"426,965","4,375,301","2,742,480",9.76
2019,5,CT,Preliminary,"190,083","814,092","1,510,442",23.35,"160,097","930,317","154,390",17.21,"32,695","247,722","4,171",13.20,"1,844","15,618",3,11.81,.,.,.,.,"384,718","2,007,750","1,669,006",19.16
2019,5,DC,Preliminary,"25,148","181,259","281,399",13.87,"85,996","689,727","26,438",12.47,"1,648","19,963",1,8.25,"3,045","29,075",3,10.47,.,.,.,.,"115,836","920,024","307,841",12.59
2019,5,DE,Preliminary,"42,862","306,184","434,638",14.00,"35,444","361,795","55,419",9.80,"11,456","154,231",565,7.43,0,0,0,0.00,.,.,.,.,"89,762","822,209","490,622",10.92
2019,5,FL,Preliminary,"1,234,297","10,524,520","9,510,383",11.73,"790,287","8,406,995","1,247,251",9.40,"110,659","1,448,226","20,526",7.64,622,"7,988",2,7.79,.,.,.,.,"2,135,865","20,387,730","10,778,162",10.48
2019,5,GA,Preliminary,"549,754","4,680,441","4,447,011",11.75,"401,473","4,130,380","587,658",9.72,"160,427","2,759,553","19,753",5.81,702,"13,718",1,5.12,.,.,.,.,"1,112,356","11,584,092","5,054,423",9.60
2019,5,HI,Preliminary,"71,589","214,149","437,723",33.43,"76,382","251,894","59,868",30.32,"79,848","300,668",809,26.56,0,0,0,0.00,.,.,.,.,"227,820","766,711","498,400",29.71
2019,5,IA,Preliminary,"128,823","918,959","1,408,804",14.02,"97,183","928,678","247,910",10.46,"116,881","1,933,390","6,953",6.05,0,0,0,0.00,.,.,.,.,"342,886","3,781,027","1,663,667",9.07
2019,5,ID,Preliminary,"56,048","540,385","758,378",10.37,"38,856","497,781","112,157",7.81,"48,308","793,150","28,953",6.09,0,0,0,0.00,.,.,.,.,"143,212","1,831,317","899,488",7.82
2019,5,IL,Preliminary,"406,645","2,875,473","5,328,234",14.14,"354,296","3,868,283","618,976",9.16,"215,873","3,478,919","3,980",6.21,"3,233","44,841",3,7.21,.,.,.,.,"980,048","10,267,515","5,951,193",9.55
2019,5,IN,Preliminary,"271,544","2,079,712","2,882,508",13.06,"205,941","1,896,074","357,799",10.86,"256,391","3,515,999","15,197",7.29,170,"1,526",1,11.15,.,.,.,.,"734,046","7,493,311","3,255,505",9.80
2019,5,KS,Preliminary,"120,445","887,147","1,286,693",13.58,"130,260","1,223,399","235,857",10.65,"67,264","940,917","25,529",7.15,0,0,0,0.00,.,.,.,.,"317,968","3,051,462","1,548,079",10.42
2019,5,KY,Preliminary,"199,180","1,781,959","2,015,102",11.18,"163,077","1,605,579","306,416",10.16,"127,671","2,352,643","5,470",5.43,0,0,0,0.00,.,.,.,.,"489,929","5,740,181","2,326,988",8.54
2019,5,LA,Preliminary,"217,933","2,126,576","2,120,104",10.25,"177,487","1,953,668","293,285",9.08,"153,795","2,710,887","18,733",5.67,108,"1,138",1,9.51,.,.,.,.,"549,323","6,792,268","2,432,123",8.09
2019,5,MA,Preliminary,"288,259","1,291,881","2,795,759",22.31,"309,384","1,920,713","419,365",16.11,"67,601","485,515","7,699",13.92,"1,341","26,971",2,4.97,.,.,.,.,"666,586","3,725,080","3,222,825",17.89
2019,5,MD,Preliminary,"246,483","1,826,776","2,352,099",13.49,"248,590","2,413,682","255,510",10.30,"25,077","325,676","8,798",7.70,"3,641","47,718",5,7.63,.,.,.,.,"523,793","4,613,851","2,616,412",11.35
2019,5,ME,Preliminary,"65,970","363,575","725,183",18.14,"42,777","338,475","99,877",12.64,"25,011","270,976","3,031",9.23,0,0,0,0.00,.,.,.,.,"133,758","973,026","828,091",13.75
2019,5,MI,Preliminary,"349,264","2,218,500","4,410,373",15.74,"344,467","3,020,629","550,982",11.40,"172,944","2,454,149","5,614",7.05,55,520,2,10.60,.,.,.,.,"866,730","7,693,799","4,966,971",11.27
2019,5,MN,Preliminary,"205,586","1,483,574","2,438,682",13.86,"194,831","1,794,960","294,759",10.85,"135,711","1,700,524","8,467",7.98,172,"1,825",1,9.43,.,.,.,.,"536,300","4,980,883","2,741,909",10.77
2019,5,MO,Preliminary,"270,519","2,216,592","2,836,418",12.20,"234,528","2,466,407","384,313",9.51,"68,048","986,079","6,586",6.90,126,"1,797",2,7.03,.,.,.,.,"573,221","5,670,875","3,227,319",10.11
2019,5,MS,Preliminary,"152,293","1,275,561","1,327,565",11.94,"117,319","1,109,436","239,896",10.57,"81,729","1,380,547","7,720",5.92,0,0,0,0.00,.,.,.,.,"351,341","3,765,544","1,575,181",9.33
2019,5,MT,Preliminary,"40,341","345,864","518,476",11.66,"40,096","377,632","112,261",10.62,"16,162","382,907","7,689",4.22,0,0,0,0.00,.,.,.,.,"96,599","1,106,403","638,426",8.73
2019,5,NC,Preliminary,"517,220","4,480,149","4,633,269",11.54,"358,524","4,237,086","704,725",8.46,"139,814","2,385,554","9,818",5.86,126,"1,559",1,8.11,.,.,.,.,"1,015,685","11,104,348","5,347,813",9.15
2019,5,ND,Preliminary,"34,652","303,804","386,696",11.41,"47,723","526,561","75,205",9.06,"63,864","755,470","8,886",8.45,0,0,0,0.00,.,.,.,.,"146,239","1,585,835","470,787",9.22
2019,5,NE,Preliminary,"73,219","626,357","870,096",11.69,"66,326","740,059","163,159",8.96,"62,516","872,507","56,506",7.17,0,0,0,0.00,.,.,.,.,"202,061","2,238,923","1,089,761",9.02
2019,5,NH,Preliminary,"62,807","303,058","627,416",20.72,"53,153","337,363","108,509",15.76,"20,223","157,995","3,144",12.80,0,0,0,0.00,.,.,.,.,"136,184","798,416","739,069",17.06
2019,5,NJ,Preliminary,"312,809","1,862,447","3,597,378",16.80,"392,357","3,037,406","523,620",12.92,"64,929","616,561","11,738",10.53,"2,077","24,288",5,8.55,.,.,.,.,"772,173","5,540,702","4,132,741",13.94
2019,5,NM,Preliminary,"54,790","448,677","910,149",12.21,"71,610","751,706","140,811",9.53,"38,896","714,008","8,607",5.45,0,0,0,0.00,.,.,.,.,"165,297","1,914,391","1,059,567",8.63
2019,5,NV,Preliminary,"101,392","821,907","1,202,092",12.34,"76,522","1,026,472","166,323",7.45,"52,326","992,762","3,487",5.27,51,647,1,7.88,.,.,.,.,"230,291","2,841,788","1,371,903",8.10
2019,5,NY,Preliminary,"589,150","3,396,675","7,235,449",17.34,"763,559","5,713,038","1,118,979",13.37,"64,437","1,113,960","6,569",5.78,"26,242","212,351",8,12.36,.,.,.,.,"1,443,388","10,436,024","8,361,005",13.83
2019,5,OH,Preliminary,"425,292","3,289,708","5,004,521",12.93,"373,252","3,797,197","631,383",9.83,"254,829","4,015,073","17,021",6.35,187,"2,512",2,7.46,.,.,.,.,"1,053,561","11,104,490","5,652,927",9.49
2019,5,OK,Preliminary,"161,457","1,549,697","1,802,582",10.42,"119,741","1,590,315","286,043",7.53,"85,297","1,771,285","19,624",4.82,0,0,0,0.00,.,.,.,.,"366,494","4,911,297","2,108,249",7.46
2019,5,OR,Preliminary,"142,733","1,268,882","1,776,821",11.25,"120,022","1,337,172","241,625",8.98,"58,076","978,370","26,965",5.94,200,"2,171",2,9.21,.,.,.,.,"321,032","3,586,595","2,045,413",8.95
2019,5,PA,Preliminary,"480,531","3,375,153","5,426,709",14.24,"296,280","3,376,760","720,271",8.77,"254,548","4,032,223","10,752",6.31,"3,599","48,105",5,7.48,.,.,.,.,"1,034,958","10,832,241","6,157,737",9.55
2019,5,RI,Preliminary,"44,089","210,464","443,899",20.95,"47,144","282,895","60,384",16.66,"7,992","50,504","1,758",15.82,433,"2,304",1,18.81,.,.,.,.,"99,658","546,167","506,042",18.25
2019,5,SC,Preliminary,"308,616","2,493,082","2,334,992",12.38,"191,722","1,936,928","371,162",9.90,"135,086","2,316,485","4,221",5.83,0,0,0,0.00,.,.,.,.,"635,425","6,746,495","2,710,375",9.42
2019,5,SD,Preliminary,"39,708","326,203","407,468",12.17,"36,426","384,556","75,417",9.47,"17,096","220,002","3,100",7.77,0,0,0,0.00,.,.,.,.,"93,231","930,762","485,985",10.02
2019,5,TN,Preliminary,"294,878","2,682,154","2,927,449",10.99,"298,516","2,912,768","493,154",10.25,"87,337","1,623,221",847,5.38,0,0,0,0.00,.,.,.,.,"680,730","7,218,142","3,421,450",9.43
2019,5,TX,Preliminary,"1,309,761","10,746,302","11,075,423",12.19,"891,272","11,582,115","1,470,198",7.70,"531,896","10,182,031","231,558",5.22,956,"14,801",3,6.46,.,.,.,.,"2,733,886","32,525,249","12,777,182",8.41
2019,5,UT,Preliminary,"64,631","615,629","1,095,692",10.50,"83,201","937,388","126,544",8.88,"43,024","756,378","9,654",5.69,465,"4,388",1,10.59,.,.,.,.,"191,320","2,313,782","1,231,891",8.27
2019,5,VA,Preliminary,"392,451","3,149,084","3,469,327",12.46,"385,586","4,648,794","432,547",8.29,"95,246","1,332,439","3,824",7.15,"1,392","16,675",1,8.35,.,.,.,.,"874,676","9,146,992","3,905,699",9.56
2019,5,VT,Preliminary,"24,884","143,108","317,189",17.39,"24,282","150,557","57,518",16.13,"11,562","108,616",141,10.64,0,0,0,0.00,.,.,.,.,"60,728","402,281","374,848",15.10
2019,5,WA,Preliminary,"234,791","2,393,888","3,119,908",9.81,"200,279","2,290,968","402,748",8.74,"90,731","2,042,645","29,307",4.44,"1,025","10,997",5,9.32,.,.,.,.,"526,826","6,738,497","3,551,968",7.82
2019,5,WI,Preliminary,"231,764","1,511,132","2,745,383",15.34,"206,403","1,863,808","360,526",11.07,"148,585","1,988,241","5,031",7.47,13,91,2,14.21,.,.,.,.,"586,765","5,363,272","3,110,942",10.94
2019,5,WV,Preliminary,"79,286","661,693","856,898",11.98,"56,584","621,801","145,217",9.10,"74,784","1,254,524","11,499",5.96,0,0,0,0.00,.,.,.,.,"210,655","2,538,018","1,013,614",8.30
2019,5,WY,Preliminary,"21,960","189,837","276,603",11.57,"28,506","287,314","59,096",9.92,"58,096","858,241","9,898",6.77,0,0,0,0.00,.,.,.,.,"108,562","1,335,391","345,597",8.13
2019,6,AK,Preliminary,"30,745","130,759","291,070",23.51,"42,686","208,733","54,782",20.45,"16,493","96,689","1,429",17.06,0,0,0,0.00,.,.,.,.,"89,924","436,180","347,281",20.62
2019,6,AL,Preliminary,"378,125","2,961,171","2,280,107",12.77,"234,316","2,041,144","370,402",11.48,"166,409","2,748,581","8,245",6.05,0,0,0,0.00,.,.,.,.,"778,849","7,750,896","2,658,754",10.05
2019,6,AR,Preliminary,"154,590","1,493,306","1,407,516",10.35,"93,260","1,039,809","193,642",8.97,"90,002","1,459,891","35,627",6.17,4,35,2,11.94,.,.,.,.,"337,856","3,993,042","1,636,787",8.46
2019,6,AZ,Preliminary,"464,679","3,620,008","2,828,615",12.84,"296,774","2,714,770","327,659",10.93,"73,679","1,156,680","6,411",6.37,117,"1,058",2,11.08,.,.,.,.,"835,249","7,492,516","3,162,687",11.15
2019,6,CA,Preliminary,"1,358,256","6,507,293","13,648,752",20.87,"1,634,482","8,889,618","1,680,304",18.39,"566,428","3,766,793","144,467",15.04,"5,490","63,337",12,8.67,.,.,.,.,"3,564,656","19,227,040","15,473,535",18.54
2019,6,CO,Preliminary,"194,894","1,517,767","2,363,129",12.84,"186,120","1,697,510","368,473",10.96,"102,225","1,339,929","14,670",7.63,791,"8,634",1,9.16,.,.,.,.,"484,030","4,563,840","2,746,273",10.61
2019,6,CT,Preliminary,"218,029","943,928","1,510,529",23.10,"183,039","1,039,910","154,330",17.60,"32,954","237,904","4,147",13.85,"1,613","9,842",3,16.39,.,.,.,.,"435,635","2,231,583","1,669,009",19.52
2019,6,DC,Preliminary,"25,417","210,139","282,015",12.10,"79,637","684,012","26,463",11.64,"1,484","18,281",1,8.12,"2,797","27,739",3,10.08,.,.,.,.,"109,334","940,170","308,482",11.63
2019,6,DE,Preliminary,"49,385","395,219","435,002",12.50,"35,453","389,527","55,435",9.10,"11,792","162,749",569,7.25,0,0,0,0.00,.,.,.,.,"96,630","947,495","491,006",10.20
2019,6,FL,Preliminary,"1,469,818","12,228,805","9,522,167",12.02,"829,737","8,742,096","1,247,695",9.49,"110,577","1,419,919","20,650",7.79,610,"7,378",2,8.27,.,.,.,.,"2,410,742","22,398,199","10,790,514",10.76
2019,6,GA,Preliminary,"666,012","5,344,166","4,452,894",12.46,"401,618","4,189,740","587,424",9.59,"153,077","2,619,967","19,946",5.84,846,"13,564",1,6.23,.,.,.,.,"1,221,552","12,167,437","5,060,265",10.04
2019,6,HI,Preliminary,"76,358","235,300","437,715",32.45,"76,200","256,377","59,887",29.72,"80,649","311,443",813,25.90,0,0,0,0.00,.,.,.,.,"233,206","803,120","498,415",29.04
2019,6,IA,Preliminary,"152,567","1,047,089","1,406,108",14.57,"111,647","969,325","246,464",11.52,"159,893","2,017,775","6,949",7.92,0,0,0,0.00,.,.,.,.,"424,107","4,034,189","1,659,521",10.51
2019,6,ID,Preliminary,"60,380","586,555","759,269",10.29,"41,691","513,678","112,062",8.12,"75,265","1,059,999","28,990",7.10,0,0,0,0.00,.,.,.,.,"177,336","2,160,232","900,321",8.21
2019,6,IL,Preliminary,"488,305","3,687,382","5,331,694",13.24,"361,415","4,043,101","620,573",8.94,"211,599","3,486,725","3,982",6.07,"2,963","38,306",3,7.73,.,.,.,.,"1,064,281","11,255,514","5,956,252",9.46
2019,6,IN,Preliminary,"317,406","2,517,238","2,887,680",12.61,"217,945","2,016,403","358,515",10.81,"249,928","3,404,600","15,158",7.34,172,"1,526",1,11.28,.,.,.,.,"785,452","7,939,767","3,261,354",9.89
2019,6,KS,Preliminary,"167,513","1,259,452","1,288,316",13.30,"145,747","1,356,246","235,901",10.75,"65,264","872,257","25,844",7.48,0,0,0,0.00,.,.,.,.,"378,523","3,487,956","1,550,061",10.85
2019,6,KY,Preliminary,"235,162","2,109,478","2,015,832",11.15,"171,685","1,662,458","307,734",10.33,"124,542","2,243,171","5,453",5.55,0,0,0,0.00,.,.,.,.,"531,390","6,015,107","2,329,019",8.83
2019,6,LA,Preliminary,"286,457","2,965,648","2,100,439",9.66,"194,339","2,237,884","292,958",8.68,"157,818","3,014,057","18,466",5.24,108,"1,115",1,9.65,.,.,.,.,"638,722","8,218,704","2,411,864",7.77
2019,6,MA,Preliminary,"300,394","1,406,470","2,802,817",21.36,"333,843","2,019,088","420,708",16.53,"71,022","498,232","7,621",14.25,"1,330","25,581",2,5.20,.,.,.,.,"706,588","3,949,371","3,231,148",17.89
2019,6,MD,Preliminary,"295,585","2,228,959","2,352,352",13.26,"241,055","2,452,406","255,339",9.83,"23,111","303,532","8,791",7.61,"3,675","50,095",5,7.34,.,.,.,.,"563,427","5,034,992","2,616,487",11.19
2019,6,ME,Preliminary,"60,110","330,729","697,277",18.18,"38,213","308,225","97,112",12.40,"13,249","143,395","2,725",9.24,0,0,0,0.00,.,.,.,.,"111,572","782,349","797,114",14.26
2019,6,MI,Preliminary,"406,785","2,530,454","4,405,447",16.08,"365,709","3,145,516","550,656",11.63,"177,278","2,497,551","5,648",7.10,58,549,2,10.59,.,.,.,.,"949,830","8,174,070","4,961,753",11.62
2019,6,MN,Preliminary,"229,114","1,647,819","2,436,492",13.90,"209,473","1,886,783","293,957",11.10,"132,704","1,656,838","8,499",8.01,180,"1,729",1,10.44,.,.,.,.,"571,472","5,193,169","2,738,949",11.00
2019,6,MO,Preliminary,"367,170","2,863,608","2,835,406",12.82,"275,598","2,600,177","386,147",10.60,"73,630","941,499","6,581",7.82,180,"1,569",2,11.48,.,.,.,.,"716,579","6,406,853","3,228,136",11.18
2019,6,MS,Preliminary,"197,176","1,729,826","1,327,769",11.40,"130,287","1,259,291","239,551",10.35,"78,054","1,380,097","7,836",5.66,0,0,0,0.00,.,.,.,.,"405,518","4,369,214","1,575,156",9.28
2019,6,MT,Preliminary,"39,536","327,899","518,119",12.06,"41,104","385,307","112,179",10.67,"19,708","426,147","9,175",4.62,0,0,0,0.00,.,.,.,.,"100,347","1,139,353","639,473",8.81
2019,6,NC,Preliminary,"592,828","5,114,563","4,648,177",11.59,"381,685","4,367,032","704,898",8.74,"144,252","2,260,121","9,847",6.38,135,"1,642",1,8.25,.,.,.,.,"1,118,901","11,743,357","5,362,923",9.53
2019,6,ND,Preliminary,"36,304","291,024","386,418",12.47,"48,467","500,649","75,125",9.68,"63,442","736,650","8,905",8.61,0,0,0,0.00,.,.,.,.,"148,213","1,528,323","470,448",9.70
2019,6,NE,Preliminary,"93,347","751,196","867,251",12.43,"78,049","798,615","162,141",9.77,"67,795","850,503","56,816",7.97,0,0,0,0.00,.,.,.,.,"239,191","2,400,314","1,086,208",9.97
2019,6,NH,Preliminary,"65,673","322,930","628,367",20.34,"55,094","352,068","108,805",15.65,"20,444","161,467","3,149",12.66,0,0,0,0.00,.,.,.,.,"141,212","836,465","740,321",16.88
2019,6,NJ,Preliminary,"421,814","2,641,434","3,595,535",15.97,"415,037","3,202,941","521,190",12.96,"54,931","509,787","11,445",10.78,"2,456","25,710",7,9.55,.,.,.,.,"894,237","6,379,872","4,128,177",14.02
2019,6,NM,Preliminary,"75,233","572,475","910,156",13.14,"85,303","808,606","140,904",10.55,"38,411","723,572","8,653",5.31,0,0,0,0.00,.,.,.,.,"198,947","2,104,653","1,059,713",9.45
2019,6,NV,Preliminary,"159,312","1,349,628","1,201,984",11.80,"88,024","1,072,524","166,076",8.21,"91,601","1,287,193","3,500",7.12,63,716,1,8.80,.,.,.,.,"338,999","3,710,061","1,371,561",9.14
2019,6,NY,Preliminary,"716,957","3,870,520","7,233,919",18.52,"905,824","6,110,532","1,124,027",14.82,"77,500","1,459,386","6,569",5.31,"30,427","234,987",8,12.95,.,.,.,.,"1,730,708","11,675,424","8,364,523",14.82
2019,6,OH,Preliminary,"507,641","3,995,154","4,998,251",12.71,"381,998","3,897,153","630,382",9.80,"237,164","3,849,325","13,424",6.16,174,"2,381",2,7.31,.,.,.,.,"1,126,977","11,744,013","5,642,059",9.60
2019,6,OK,Preliminary,"221,752","2,112,687","1,803,583",10.50,"142,057","1,704,490","286,197",8.33,"88,216","1,742,041","19,626",5.06,0,0,0,0.00,.,.,.,.,"452,025","5,559,218","2,109,406",8.13
2019,6,OR,Preliminary,"143,465","1,272,509","1,776,580",11.27,"115,941","1,325,883","240,948",8.74,"64,493","1,055,119","26,972",6.11,202,"2,171",2,9.31,.,.,.,.,"324,102","3,655,681","2,044,502",8.87
2019,6,PA,Preliminary,"549,873","3,904,929","5,420,578",14.08,"282,378","3,292,953","717,852",8.58,"252,311","4,083,635","14,791",6.18,"3,257","47,111",5,6.91,.,.,.,.,"1,087,818","11,328,628","6,153,226",9.60
2019,6,RI,Preliminary,"45,693","225,157","449,537",20.29,"48,284","305,494","61,193",15.81,"8,722","57,735","1,767",15.11,420,"2,329",1,18.05,.,.,.,.,"103,119","590,715","512,498",17.46
2019,6,SC,Preliminary,"365,023","2,850,487","2,339,272",12.81,"208,135","1,989,895","371,200",10.46,"136,261","2,181,785","4,250",6.25,0,0,0,0.00,.,.,.,.,"709,419","7,022,166","2,714,722",10.10
2019,6,SD,Preliminary,"43,083","336,864","407,503",12.79,"40,333","402,687","75,536",10.02,"18,718","235,212","3,114",7.96,0,0,0,0.00,.,.,.,.,"102,133","974,763","486,153",10.48
2019,6,TN,Preliminary,"392,045","3,548,542","2,927,803",11.05,"343,979","3,223,566","496,405",10.67,"91,022","1,553,123",851,5.86,0,0,0,0.00,.,.,.,.,"827,045","8,325,231","3,425,059",9.93
2019,6,TX,Preliminary,"1,682,261","14,018,763","11,053,952",12.00,"959,266","12,404,217","1,456,247",7.73,"535,948","10,175,715","239,067",5.27,971,"15,219",3,6.38,.,.,.,.,"3,178,446","36,613,914","12,749,269",8.68
2019,6,UT,Preliminary,"81,904","762,594","1,096,385",10.74,"89,466","973,174","126,686",9.19,"51,233","806,556","9,672",6.35,463,"4,361",1,10.62,.,.,.,.,"223,066","2,546,685","1,232,744",8.76
2019,6,VA,Preliminary,"480,644","3,826,087","3,471,635",12.56,"381,356","4,564,911","432,723",8.35,"103,172","1,497,827","3,837",6.89,"1,221","14,308",1,8.53,.,.,.,.,"966,392","9,903,133","3,908,196",9.76
2019,6,VT,Preliminary,"25,764","147,034","318,076",17.52,"25,554","158,136","57,672",16.16,"12,211","111,405",141,10.96,0,0,0,0.00,.,.,.,.,"63,529","416,575","375,889",15.25
2019,6,WA,Preliminary,"221,080","2,233,503","3,097,651",9.90,"197,922","2,260,842","397,564",8.75,"94,800","2,063,562","29,329",4.59,809,"8,510",5,9.51,.,.,.,.,"514,611","6,566,417","3,524,549",7.84
2019,6,WI,Preliminary,"243,764","1,591,429","2,744,640",15.32,"220,353","1,956,925","360,436",11.26,"155,127","1,983,770","5,032",7.82,13,89,2,15.03,.,.,.,.,"619,258","5,532,213","3,110,110",11.19
2019,6,WV,Preliminary,"88,177","754,868","855,646",11.68,"55,163","617,942","145,074",8.93,"67,640","1,120,741","11,466",6.04,0,0,0,0.00,.,.,.,.,"210,980","2,493,552","1,012,186",8.46
2019,6,WY,Preliminary,"23,525","198,051","276,341",11.88,"30,608","297,718","59,323",10.28,"54,303","827,493","9,929",6.56,0,0,0,0.00,.,.,.,.,"108,435","1,323,261","345,593",8.19
2019,7,AK,Preliminary,"33,760","140,569","291,436",24.02,"44,445","221,463","54,946",20.07,"18,147","100,124","1,433",18.12,0,0,0,0.00,.,.,.,.,"96,352","462,157","347,815",20.85
2019,7,AL,Preliminary,"443,443","3,428,620","2,283,341",12.93,"260,967","2,217,548","371,674",11.77,"183,948","2,858,663","8,263",6.43,0,0,0,0.00,.,.,.,.,"888,359","8,504,831","2,663,278",10.45
